city,n,frac_outside_sg_p1_p99,frac_above_sg_pca95,mean_pca_distance,frac_near_0,frac_near_5,v_mean,v_min,v_max
svi_sg,21772,0.41773837957009,0.05001837222120154,4.760015623959806,0.0,0.0,1.9570028525384475,0.3238103687763214,4.093444347381592
svi_jh,172225,0.8861024822180288,0.3012106256350704,7.337517039471381,0.0,0.0,1.3507889470718029,0.2878352701663971,4.522047519683838
svi_hk,16955,0.7535830138602182,0.21303450309643174,6.960275976039084,0.0,0.0,1.7324007431443411,0.3246361315250397,4.237283706665039
svi_tokyo,175515,0.7927299660997635,0.1851465686693445,6.982575478946367,0.0,5.6975187305928266e-06,1.4589620873937783,0.3031279146671295,5.536160469055176
svi_ny,54377,0.7696452544274234,0.16106074259337588,6.324452022547962,0.0,0.0,1.4134781020193454,0.3011426627635956,4.216775894165039
svi_melbourne,226546,0.706077352943773,0.16722873058893117,6.627140660638001,0.0,0.0,1.864156619709778,0.2884118854999542,4.236493110656738
svi_rio,55233,0.7397389241938696,0.16157007586044575,6.342097657671611,0.0,0.0,1.3620799279382594,0.3038298487663269,4.108928203582764
svi_capetown,169843,0.8908874666603863,0.31840582184723537,7.3308965342930605,0.0,0.0,1.2021979780491456,0.2750709354877472,4.187741279602051
