month,n_days,t_mean,rh,wind,utci,demand,utci_shade,demand_shade,utci_plus15,demand_plus15,utci_shade_plus15,demand_shade_plus15,utci_plus25,demand_plus25,utci_shade_plus25,demand_shade_plus25,city,v_bar,v_need,v_need_plus15,v_need_plus25,shr,shr_plus15,shr_plus25,rta,inadequate_frac
5,310,19.407620967741938,58.24354838709677,4.134564516129033,22.06356925459683,1.6263889836058862,16.804004932712797,0.21448267610786395,23.80441193263121,2.3097855263046707,18.702081299865394,0.4720381589077767,24.981484277442735,2.826769714159031,19.98375113803998,0.7239311705816881,svi_ny,1.4134781020193454,0.35258503871288877,0.5007386470394037,0.6128157034668543,1.0608930633064566,0.9127394549799417,0.8006623985524911,4.008899830745075,0.002335546278757563
6,300,24.566125,57.526666666666664,4.0572625,28.656613320103656,3.9444266916963278,23.35764322248293,0.8821190089733997,30.452494499826425,5.270044728540915,25.331237629222148,1.6593893293210378,31.679392833126403,6.244076685269774,26.67105997272508,2.3653354765064902,svi_ny,1.4134781020193454,0.8551126771090533,1.14249355065819,1.3536540409422637,0.5583654249102922,0.2709845513611555,0.059824061077081714,1.652972923753162,0.31851702006362986
7,310,27.938750000000002,59.28064516129032,3.4492379032258067,33.3961572535009,7.566917387760586,28.35018117665968,2.920057123027662,35.244338411587165,9.33394604165348,30.349095269034756,4.570133184895927,36.51937505713193,10.567436384792035,31.716457252721575,5.831138210658361,svi_ny,1.4134781020193454,1.640432815884908,2.023507143502577,2.2909156446492323,-0.22695471386556254,-0.6100290414832314,-0.8774375426298868,0.8616494917268922,0.616142854515696
8,310,26.89677419354839,59.91209677419355,3.566858870967742,31.741662090320723,6.088548322662866,26.692540910582906,1.8898515474718336,33.58337472650199,7.75360414079478,28.692955813633425,3.2690326242864485,34.849652661580905,8.94978961891827,30.0609406157485,4.3881487706123385,svi_ny,1.4134781020193454,1.3199370308644351,1.6809046566986645,1.9402258322374235,0.09354107115491028,-0.2674265546793191,-0.5267477302180781,1.0708678285157662,0.5027677142909686
9,300,23.299583333333334,61.19416666666667,3.8024083333333336,27.041469975077305,3.1217773471778725,21.87419754085092,0.6596138910718544,28.83558702272586,4.2123285457126425,23.840795202576945,1.222121937980824,30.05627521597761,5.075633023625002,25.17495199360055,1.7646635148079646,svi_ny,1.4134781020193454,0.6767704392385714,0.9131911482016036,1.1003470167139917,0.736707662780774,0.5002869538177418,0.3131310853053537,2.0885635956701027,0.2163046876436729
10,310,17.24810483870968,62.174596774193546,4.173826612903226,19.295971264352115,0.5982016946536276,13.812760275033561,0.02729725122003397,21.064081236624116,0.9751127080934263,15.718277984456105,0.08294908409223627,22.25063155213105,1.3199539837007153,17.000718278083877,0.1744706813271238,svi_ny,1.4134781020193454,0.12968420826359658,0.211394786486001,0.2861529628727031,1.283793893755749,1.2020833155333444,1.1273251391466423,10.899384905418128,0.0
11,300,10.481583333333333,59.34458333333333,4.157241666666667,11.125317516554018,0.04117731079333988,5.638326866921314,0.0,12.924734070098662,0.09543363839593792,7.480735260203958,0.0,14.118567106134238,0.1620504788351936,8.711393061728684,0.0,svi_ny,1.4134781020193454,0.008926833535218153,0.020689068499308922,0.0351309403405271,1.4045512684841273,1.3927890335200366,1.3783471616788183,158.34036743744466,0.0
12,310,5.3625,65.66129032258064,3.920556451612903,4.498852175685617,0.0,-0.008629261271887534,0.0,6.364509418769801,0.0,1.8422672424787945,0.0,7.5994481146496655,0.0,3.07472480833337,0.0,svi_ny,1.4134781020193454,0.0,0.0,0.0,1.4134781020193454,1.4134781020193454,1.4134781020193454,,0.0
1,310,24.505080645161286,51.248387096774195,4.561879032258064,28.591276167594813,4.978006420956764,22.502614778996023,1.8443339096335987,30.4159452496478,6.124119068697901,24.50041691154479,2.6068699311188337,31.64997549063324,6.964915755623967,25.848025042620552,3.198829540718426,svi_melbourne,1.864156619709778,1.0791825352595785,1.3276484166363698,1.5099248187749452,0.7849740844501996,0.5365082030734083,0.35423180093483286,1.7273784172770992,0.24444483681018425
2,283,23.791166077738513,49.79991166077738,4.5801369257950535,27.64585797807567,4.190209047950535,21.385928045257156,1.2254451223035339,29.44984774364978,5.278778111939772,23.36744856991931,1.8788172182374745,30.669253746746506,6.10398334467257,24.704799206617942,2.4332082177868446,svi_melbourne,1.864156619709778,0.9083958599566778,1.144386861763233,1.3232831909083629,0.9557607597531003,0.7197697579465452,0.5408734288014152,2.052141254583306,0.17130295833958667
3,310,22.419112903225805,51.214112903225804,4.366173387096774,25.644942293755662,3.077190746801414,19.763563313639875,0.637803778381013,27.422053698966053,3.9710163942170826,21.70101928454687,1.0632599834766134,28.62255941535337,4.6429109566935605,23.00842610014936,1.459611540236821,svi_melbourne,1.864156619709778,0.6671045054562633,0.8608770615134893,1.0065371543385861,1.1970521142535149,1.0032795581962888,0.8576194653711919,2.794399684701269,0.06352793693113098
