city,demand,v_need,shr,shr_plus15,shr_plus25,inadequate_frac,rta,n,mean,std,label,short,koppen,utci,v_bar
svi_capetown,1.8173009360983532,0.3939728609613338,0.8082251170878118,0.6468294351214205,0.514012255801427,0.13615024856288846,6.478865516809798,169843,1.2021979780491456,0.74831917177695,Cape Town,Cape Town,Csb,23.692194323098587,1.2021979780491456
svi_hk,4.018166543903219,0.8710987474201084,0.8613019957242326,0.5529645553798966,0.314193672893768,0.1979946918313182,7.854020712011326,16955,1.7324007431443411,0.6542966334267705,Hong Kong,Hong Kong,Cwa,27.71533629758339,1.7324007431443411
svi_jh,2.5316639957061433,0.5488397037435803,0.8019492433282226,0.5880920397120917,0.4252234948883387,0.20319833551071756,10.471797708556696,172225,1.3507889470718029,0.8098947950118072,Johannesburg,Johannesburg,Cwb,26.431693577815377,1.3507889470718029
svi_melbourne,1.674248520534851,0.36296051275444746,1.5011961069553308,1.3948560049232201,1.3114957051937024,0.05081234421853987,39.860856761656834,226546,1.864156619709778,0.8396505236306235,Melbourne,Melbourne,Cfb,20.035646020718495,1.864156619709778
svi_ny,1.940143512102619,0.42060391592582724,0.9928741860935181,0.8636766858210118,0.7666878909756493,0.13800565189939373,53.76489801683896,54377,1.4134781020193454,0.7527668584092936,New York,New York,Cfa,16.832588605788246,1.4134781020193454
svi_rio,7.162133334066824,1.5526796383359878,-0.1905997103977283,-0.5328916307192025,-0.7824897201293549,0.6161111412863083,0.9520169591170645,55233,1.3620799279382594,0.7245887486959098,Rio de Janeiro,Rio,Aw,32.68398562082148,1.3620799279382594
svi_sg,8.648510981407247,1.8749116047426735,0.08209124779577404,-0.3788657042674308,-0.7118505256695293,0.44396855288137665,1.058812955872362,21772,1.9570028525384475,0.6956350835220535,Singapore,Singapore,Af,34.641712742352695,1.9570028525384475
svi_tokyo,2.32855867821115,0.5048084806145388,0.9541536067792395,0.7956449411255914,0.6732365857492129,0.15720593681451728,391.1433784673831,175515,1.4589620873937783,0.7229688515199393,Tokyo,Tokyo,Cfa,21.514113744767286,1.4589620873937783
